"Code","Title","Description"
"81","Other Services (except Public Administration)T","The Sector as a Whole

The Other Services (except Public Administration) sector comprises establishments engaged in providing services not specifically provided for elsewhere in the classification system.  Establishments in this sector are primarily engaged in activities such as equipment and machinery repairing, promoting or administering religious activities, grantmaking, advocacy, and providing drycleaning and laundry services, personal care services, death care services, pet care (except veterinary) services, photofinishing services, temporary parking services, and dating services.

Private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household are included in this sector.

Excluded from this sector are establishments primarily engaged in retailing new equipment and also performing repairs and general maintenance on equipment.  These establishments are classified in Sector 44-45, Retail Trade.
"
"811","Repair and MaintenanceT","Industries in the Repair and Maintenance subsector restore machinery, equipment, and other products to working order.  These establishments also typically provide general or routine maintenance (i.e., servicing) on such products to ensure they work efficiently and to prevent breakdown and unnecessary repairs.

The NAICS structure for this subsector brings together most types of repair and maintenance establishments and categorizes them based on production processes (i.e., on the type of repair and maintenance activity performed, and the necessary skills, expertise, and processes that are found in different repair and maintenance establishments).  This NAICS classification does not delineate between repair services provided to businesses versus those that serve households.  Although some industries primarily serve either businesses or households, separation by class of customer is limited by the fact that many establishments serve both.  Establishments repairing computers and consumer electronics products are two examples of such overlap.

The Repair and Maintenance subsector does not include all establishments that do repair and maintenance.  For example, a substantial amount of repair is done by establishments that also manufacture machinery, equipment, and other goods.  These establishments are included in the Manufacturing sector in NAICS.  In addition, repair of transportation equipment is often provided by or based at transportation facilities, such as airports and seaports, and these activities are included in the Transportation and Warehousing sector.  A particularly unique situation exists with repair of buildings.  Plumbing, electrical installation and repair, painting and decorating, and other construction-related establishments are often involved in performing installation or other work on new construction as well as providing repair services on existing structures.  While some specialize in repair, it is difficult to distinguish between the two types and all are included in the Construction sector.

Excluded from this subsector are establishments primarily engaged in rebuilding or remanufacturing machinery and equipment.  These are classified in Sector 31-33, Manufacturing.  Also excluded are retail establishments that provide after-sale services and repair.  These are classified in Sector 44-45, Retail Trade.
"
"8111","Automotive Repair and MaintenanceT","This industry group comprises establishments involved in providing repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.  Establishments in this industry group employ mechanics with specialized technical skills to diagnose and repair the mechanical and electrical systems for automotive vehicles, repair automotive interiors, and paint or repair automotive exteriors.
"
"81111","Automotive Mechanical and Electrical Repair and MaintenanceT","This industry comprises establishments primarily engaged in providing mechanical or electrical repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.  These establishments may specialize in a single service or may provide a wide range of these services.

Cross-References. Establishments primarily engaged in--"
"811111","General Automotive Repair","This U.S. industry comprises establishments primarily engaged in providing (1) a wide range of mechanical and electrical repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers or (2) engine repair and replacement.

Illustrative Examples:

Automobile repair garages (except gasoline service stations)
General automotive repair shops
Automotive engine repair and replacement shops


Cross-References. Establishments primarily engaged in--"
"811114","Specialized Automotive Repair","This U.S. industry comprises establishments primarily engaged in providing specialized mechanical or electrical repair and maintenance services (except engine repair and replacement) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.

Illustrative Examples:

Automotive brake repair shops
Automotive suspension repair shops
Automotive exhaust system replacement and repair shops
Automotive electrical repair shops
Automotive transmission repair shops
Automotive tune-up shops


Cross-References. Establishments primarily engaged in--"
"81112","Automotive Body, Paint, Interior, and Glass RepairT","This industry comprises establishments primarily engaged in providing one or more of the following: (1) repairing or customizing automotive vehicle and trailer bodies and interiors; (2) painting automotive vehicle and trailer bodies; (3) replacing, repairing, and/or tinting automotive vehicle glass; and (4) customizing automobile, truck, and van interiors for the physically disabled or other customers with special requirements.

Illustrative Examples:

Automotive body shops
Automotive paint shops
Automotive glass shops
Restoration shops, antique and classic automotive 


Cross-References. Establishments primarily engaged in--"
"811121","Automotive Body, Paint, and Interior Repair and Maintenance","This U.S. industry comprises establishments primarily engaged in repairing or customizing automotive vehicle and trailer bodies and interiors; and/or painting automotive vehicles and trailer bodies.

Illustrative Examples:

Automotive body shops
Automotive body conversion services
Restoration shops, antique and classic automotive
Automotive paint shops 


Cross-References. Establishments primarily engaged in--"
"811122","Automotive Glass Replacement Shops","This U.S. industry comprises establishments primarily engaged in replacing, repairing, and/or tinting automotive vehicle glass, such as passenger car, truck, and van glass.

Cross-References."
"81119","Other Automotive Repair and MaintenanceT","This industry comprises establishments primarily engaged in providing automotive repair and maintenance services (except mechanical and electrical repair and maintenance and body, paint, interior, and glass repair) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.

Illustrative Examples:

Automotive air-conditioning repair shops
Automotive tire repair (except retreading) shops
Automotive oil change and lubrication shops
Car washes
Automotive rustproofing and undercoating shops 


Cross-References. Establishments primarily engaged in--"
"811191","Automotive Oil Change and Lubrication Shops","This U.S. industry comprises establishments primarily engaged in changing motor oil and lubricating the chassis of automotive vehicles, such as passenger cars, trucks, and vans.

Cross-References."
"811192","Car Washes","This U.S. industry comprises establishments primarily engaged in cleaning, washing, and/or waxing automotive vehicles, such as passenger cars, trucks, and vans, and trailers.

Illustrative Examples:

Automotive detail shops
Mobile car and truck washes
Car washes
Self-service car washes
"
"811198","All Other Automotive Repair and Maintenance","This U.S. industry comprises establishments primarily engaged in providing automotive repair and maintenance services (except mechanical and electrical repair and maintenance; body, paint, interior, and glass repair; motor oil change and lubrication; and car washing) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers.

Illustrative Examples:

Automotive air-conditioning repair shops
Automotive tire repair (except retreading) shops
Automotive rustproofing and undercoating shops


Cross-References. Establishments primarily engaged in--"
"8112","Electronic and Precision Equipment Repair and MaintenanceT","NULL"
"81121","Electronic and Precision Equipment Repair and MaintenanceT","See industry description for 811210."
"811210","Electronic and Precision Equipment Repair and Maintenance","This industry comprises establishments primarily engaged in repairing and maintaining one or more of the following: (1) consumer electronic equipment; (2) computers; (3) office machines; (4) communication equipment; and (5) other electronic and precision equipment and instruments, without retailing these products as new.  Establishments in this industry repair items, such as microscopes, radar and sonar equipment, televisions, stereos, video recorders, computers, fax machines, photocopying machines, two-way radios, cellular telephones, and other communications equipment, scientific instruments, and medical equipment.

Cross-References. Establishments primarily engaged in--"
"8113","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT","NULL"
"81131","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT","See industry description for 811310."
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","This industry comprises establishments primarily engaged in the repair and maintenance of commercial and industrial machinery and equipment.  Establishments in this industry either sharpen/install commercial and industrial machinery blades and saws or provide welding (e.g., automotive, general) repair services; or repair agricultural and other heavy and industrial machinery and equipment (e.g., forklifts and other material handling equipment, machine tools, commercial refrigeration equipment, construction equipment, and mining machinery).

Cross-References. Establishments primarily engaged in--"
"8114","Personal and Household Goods Repair and MaintenanceT","This industry group comprises establishments primarily engaged in home and garden equipment and appliance repair and maintenance; reupholstery and furniture repair; footwear and leather goods repair; and other personal and household goods repair and maintenance.
"
"81141","Home and Garden Equipment and Appliance Repair and MaintenanceT","This industry comprises establishments primarily engaged in repairing and servicing home and garden equipment and/or household-type appliances without retailing new equipment or appliances.  Establishments in this industry repair and maintain items, such as lawnmowers, edgers, snowblowers, leaf blowers, washing machines, clothes dryers, and refrigerators.

Cross-References. Establishments primarily engaged in--"
"811411","Home and Garden Equipment Repair and Maintenance","This U.S. industry comprises establishments primarily engaged in repairing and servicing home and garden equipment without retailing new home and garden equipment, such as lawnmowers, handheld power tools, edgers, snowblowers, leaf blowers, and trimmers.

Cross-References."
"811412","Appliance Repair and Maintenance","This U.S. industry comprises establishments primarily engaged in repairing and servicing household appliances without retailing new appliances, such as refrigerators, stoves, washing machines, clothes dryers, and room air-conditioners.

Cross-References. Establishments primarily engaged in--"
"81142","Reupholstery and Furniture RepairT","See industry description for 811420."
"811420","Reupholstery and Furniture Repair","This industry comprises establishments primarily engaged in one or more of the following: (1) reupholstering furniture; (2) refinishing furniture; (3) repairing furniture; and (4) repairing and restoring furniture.

Cross-References. Establishments primarily engaged in--"
"81143","Footwear and Leather Goods RepairT","See industry description for 811430."
"811430","Footwear and Leather Goods Repair","This industry comprises establishments primarily engaged in repairing footwear and/or repairing other leather or leather-like goods without retailing new footwear and leather or leather-like goods, such as handbags and briefcases.

Cross-References. Establishments primarily engaged in--"
"81149","Other Personal and Household Goods Repair and MaintenanceT","See industry description for 811490."
"811490","Other Personal and Household Goods Repair and Maintenance","This industry comprises establishments primarily engaged in repairing and servicing personal or household-type goods without retailing new personal or household-type goods (except home and garden equipment, appliances, furniture, and footwear and leather goods).  Establishments in this industry repair items, such as garments; watches; jewelry; musical instruments; bicycles and motorcycles; and motorboats, canoes, sailboats, and other recreational boats.

Cross-References. Establishments primarily engaged in--"
"812","Personal and Laundry ServicesT","Industries in the Personal and Laundry Services subsector group establishments that provide personal and laundry services to individuals, households, and businesses.  Services performed include: personal care services; death care services; laundry and drycleaning services; and a wide range of other personal services, such as pet care (except veterinary) services, photofinishing services, temporary parking services, and dating services.

The Personal and Laundry Services subsector is by no means all-inclusive of the services that could be termed personal services (i.e., those provided to individuals rather than businesses).  There are many other subsectors, as well as sectors, that provide services to persons.  Establishments providing legal, accounting, tax preparation, architectural, portrait photography, and similar professional services are classified in Sector 54, Professional, Scientific, and Technical Services; those providing job placement, travel arrangement, home security, interior and exterior house cleaning, exterminating, lawn and garden care, and similar support services are classified in Sector 56, Administrative and Support and Waste Management and Remediation Services; those providing health and social services are classified in Sector 62, Health Care and Social Assistance; those providing amusement and recreation services are classified in Sector 71, Arts, Entertainment, and Recreation; those providing educational instruction are classified in Sector 61, Educational Services; those providing repair services are classified in Subsector 811, Repair and Maintenance; and those providing spiritual, civic, and advocacy services are classified in Subsector 813, Religious, Grantmaking, Civic, Professional, and Similar Organizations.
"
"8121","Personal Care Services","This industry group comprises establishments, such as barber and beauty shops, that provide appearance care services to individual consumers.
"
"81211","Hair, Nail, and Skin Care Services","This industry comprises establishments primarily engaged in one or more of the following: (1) providing hair care services; (2) providing nail care services; and (3) providing facials or applying makeup (except permanent makeup).

Illustrative Examples:

Barber shops
Hair stylist shops
Beauty salons
Nail salons
Cosmetology salons


Cross-References. Establishments primarily engaged in--"
"812111","Barber Shops","This U.S. industry comprises establishments known as barber shops or men's hair stylist shops primarily engaged in cutting, trimming, and styling men's and boys' hair; and/or shaving and trimming men's beards.

Cross-References. Establishments primarily engaged in--"
"812112","Beauty Salons","This U.S. industry comprises establishments (except those known as barber shops or men's hair stylist shops) primarily engaged in one or more of the following: (1) cutting, trimming, shampooing, coloring, waving, or styling hair; (2) providing facials; and (3) applying makeup (except permanent makeup).

Illustrative Examples:

Beauty parlors or shops
Facial salons or shops
Combined beauty and barber shops
Hairdressing salons or shops
Cosmetology salons or shops
Unisex or women's hair stylist shops


Cross-References. Establishments primarily engaged in--"
"812113","Nail Salons","This U.S. industry comprises establishments primarily engaged in providing nail care services, such as manicures, pedicures, and nail extensions.
"
"81219","Other Personal Care Services","This industry comprises establishments primarily engaged in providing personal care services (except hair, nail, facial, or nonpermanent makeup services).

Illustrative Examples:

Day spas
Depilatory or electrolysis (i.e., hair removal) salons
Permanent makeup salons
Ear piercing services
Steam baths
Hair replacement (except by offices of physicians) or weaving services
Tanning salons
Tattoo parlors
Non-medical diet and weight reducing centers


Cross-References. Establishments primarily engaged in--"
"812191","Diet and Weight Reducing Centers","This U.S. industry comprises establishments primarily engaged in providing non-medical services to assist clients in attaining or maintaining a desired weight.  The sale of weight reduction products, such as food supplements, may be an integral component of the program.  These services typically include individual or group counseling, menu and exercise planning, and weight and body measurement monitoring.

Cross-References. Establishments primarily engaged in--"
"812199","Other Personal Care Services","This U.S. industry comprises establishments primarily engaged in providing personal care services (except hair, nail, facial, nonpermanent makeup, or non-medical diet and weight reducing services).

Illustrative Examples:

Day spas
Depilatory or electrolysis (i.e., hair removal) salons
Saunas
Ear piercing services
Steam baths
Hair replacement (except by offices of physicians) or weaving services
Tanning salons
Tattoo parlors
Permanent makeup salons


Cross-References. Establishments primarily engaged in--"
"8122","Death Care Services","This industry group comprises establishments primarily engaged in preparing the dead for burial or interment, conducting funerals, operating sites or structures reserved for the interment of human or animals remains, and/or cremating the dead.
"
"81221","Funeral Homes and Funeral Services","See industry description for 812210."
"812210","Funeral Homes and Funeral Services","This industry comprises establishments primarily engaged in preparing the dead for burial or interment and conducting funerals (i.e., providing facilities for wakes, arranging transportation for the dead, selling caskets and related merchandise).  Funeral homes combined with crematories are included in this industry.

Cross-References."
"81222","Cemeteries and Crematories","See industry description for 812220."
"812220","Cemeteries and Crematories","This industry comprises establishments primarily engaged in operating sites or structures reserved for the interment of human or animal remains and/or cremating the dead.

Illustrative Examples:

Cemetery associations (i.e., operators of cemeteries)
Memorial gardens (i.e., burial places)
Pet cemeteries
Crematories (except combined with funeral homes)
Mausoleums 


Cross-References."
"8123","Drycleaning and Laundry Services","This industry group comprises establishments primarily engaged in operating coin- or card-operated or similar self-service laundries and drycleaners; providing drycleaning and laundry services (except coin- or card-operated); and supplying, on a rental or contract basis, laundered items (e.g., uniforms, gowns, shop towels, etc.).  Included in this industry group are establishments primarily engaged in supplying and servicing coin- or card-operated laundry and drycleaning equipment in places of business operated by others, such as apartments and dormitories.
"
"81231","Coin-Operated Laundries and Drycleaners","See industry description for 812310."
"812310","Coin-Operated Laundries and Drycleaners","This industry comprises establishments primarily engaged in (1) operating facilities with coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use on the premises and/or (2) supplying and servicing coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use in places of business operated by others, such as apartments and dormitories.
"
"81232","Drycleaning and Laundry Services (except Coin-Operated)","See industry description for 812320."
"812320","Drycleaning and Laundry Services (except Coin-Operated)","This industry comprises establishments primarily engaged in one or more of the following: (1) providing drycleaning services (except coin- or card-operated); (2) providing laundering services (except linen and uniform supply or coin- or card-operated); (3) providing drop-off and pick-up sites for laundries and/or drycleaners; and (4) providing specialty cleaning services for specific types of garments and other textile items (except carpets and upholstery), such as fur, leather, or suede garments; wedding gowns; hats; draperies; and pillows.  These establishments may provide all, a combination of, or none of the cleaning services on the premises.

Cross-References. Establishments primarily engaged in--"
"81233","Linen and Uniform Supply","This industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered items, such as uniforms, gowns and coats, table linens, bed linens, towels, clean room apparel, and treated mops or shop towels.
"
"812331","Linen Supply","This U.S. industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered items, such as table and bed linens; towels; diapers; and uniforms, gowns, or coats of the type used by doctors, nurses, barbers, beauticians, and waitresses.

Cross-References."
"812332","Industrial Launderers","This U.S. industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered industrial work uniforms and related work clothing, such as protective apparel (flame and heat resistant) and clean room apparel; dust control items, such as treated mops, rugs, mats, dust tool covers, cloths, and shop or wiping towels.

Cross-References."
"8129","Other Personal Services","This industry group comprises establishments primarily engaged in providing personal services (except personal care services, death care services, or drycleaning and laundry services).
"
"81291","Pet Care (except Veterinary) Services","See industry description for 812910."
"812910","Pet Care (except Veterinary) Services","This industry comprises establishments primarily engaged in providing pet care services (except veterinary), such as boarding, grooming, sitting, walking, and training pets.

Cross-References. Establishments primarily engaged in--"
"81292","Photofinishing","This industry comprises establishments primarily engaged in developing film and/or making photographic slides, prints, and enlargements.

Cross-References."
"812921","Photofinishing Laboratories (except One-Hour)","This U.S. industry comprises establishments (except those known as ""one-hour"" photofinishing labs) primarily engaged in developing film and/or making photographic slides, prints, and enlargements.

Cross-References."
"812922","One-Hour Photofinishing","This U.S. industry comprises establishments known as ""one-hour"" photofinishing labs primarily engaged in developing film and/or making photographic slides, prints, and enlargements on a short turnaround or while-you-wait basis.

Cross-References."
"81293","Parking Lots and Garages","See industry description for 812930."
"812930","Parking Lots and Garages","This industry comprises establishments primarily engaged in providing parking space for motor vehicles, usually on an hourly, daily, or monthly basis and/or valet parking services.

Cross-References."
"81299","All Other Personal Services","See industry description for 812990."
"812990","All Other Personal Services","This industry comprises establishments primarily engaged in providing personal services (except personal care services, death care services, drycleaning and laundry services, pet care services, photofinishing services, or parking space and/or valet parking services).

Illustrative Examples:

Bail bonding or bondsperson services
Shoeshine services
Coin- or card-operated personal services machine (e.g., blood pressure, locker, photographic, scale, shoeshine) concession operators
Social escort services
Consumer buying services
Wedding planning services
Dating services
Personal fitness training services


Cross-References. Establishments primarily engaged in--"
"813","Religious, Grantmaking, Civic, Professional, and Similar OrganizationsT","Industries in the Religious, Grantmaking, Civic, Professional, and Similar Organizations subsector group establishments that organize and promote religious activities; support various causes through grantmaking; advocate various social and political causes; and promote and defend the interests of their members.

The industry groups within the subsector are defined in terms of their activities, such as establishments that provide funding for specific causes or for a variety of charitable causes; establishments that advocate and actively promote causes and beliefs for the public good; and establishments that have an active membership structure to promote causes and represent the interests of their members.  Establishments in this subsector may publish newsletters, books, and periodicals for distribution to their members.
"
"8131","Religious Organizations","NULL"
"81311","Religious Organizations","See industry description for 813110."
"813110","Religious Organizations","This industry comprises (1) establishments primarily engaged in operating religious organizations, such as churches, religious temples, mosques, and monasteries, and/or (2) establishments primarily engaged in administering an organized religion or promoting religious activities.

Illustrative Examples:

Churches
Shrines, religious
Monasteries (except schools)
Synagogues
Mosques, religious
Temples, religious


Cross-References."
"8132","Grantmaking and Giving Services","NULL"
"81321","Grantmaking and Giving Services","This industry comprises (1) establishments known as grantmaking foundations or charitable trusts and (2) establishments primarily engaged in raising funds for a wide range of social welfare activities, such as health, educational, scientific, and cultural activities.

Cross-References. Establishments primarily engaged in--"
"813211","Grantmaking Foundations","This U.S. industry comprises establishments known as grantmaking foundations or charitable trusts.  Establishments in this industry award grants from trust funds based on a competitive selection process or the preferences of the foundation managers and grantors; or fund a single entity, such as a museum or university.

Illustrative Examples:

Community foundations
Philanthropic trusts
Corporate foundations, awarding grants
Scholarship trusts
Grantmaking foundations


Cross-References."
"813212","Voluntary Health Organizations","This U.S. industry comprises establishments primarily engaged in raising funds for health related research, such as disease (e.g., heart, cancer, diabetes) prevention, health education, and patient services.

Illustrative Examples:

Disease awareness fundraising organizations
Health research fundraising organizations
Voluntary health organizations
Disease research (e.g., heart, cancer) fundraising organizations


Cross-References."
"813219","Other Grantmaking and Giving Services","This U.S. industry comprises establishments (except voluntary health organizations) primarily engaged in raising funds for a wide range of social welfare activities, such as educational, scientific, cultural, and health.

Illustrative Examples:

Community chest fundraising organizations
United fund councils
Federated charities
United funds for colleges


Cross-References."
"8133","Social Advocacy Organizations","NULL"
"81331","Social Advocacy Organizations","This industry comprises establishments primarily engaged in promoting a particular cause or working for the realization of a specific social or political goal to benefit a broad or specific constituency.  These organizations may solicit contributions and offer memberships to support these goals.

Illustrative Examples:

Community action advocacy organizations
Firearms advocacy organizations
Conservation advocacy organizations
Human rights advocacy organizations
Environmental advocacy organizations
Wildlife preservation organizations


Cross-References."
"813311","Human Rights Organizations","This U.S. industry comprises establishments primarily engaged in promoting causes associated with human rights either for a broad or specific constituency.  Establishments in this industry address issues, such as protecting and promoting the broad constitutional rights and civil liberties of individuals and those suffering from neglect, abuse, or exploitation; promoting the interests of specific groups, such as children, women, senior citizens, or persons with disabilities; improving relations between racial, ethnic, and cultural groups; and promoting voter education and registration.  These organizations may solicit contributions and offer memberships to support these causes.

Illustrative Examples:

Civil liberties organizations
Senior citizens' advocacy organizations
Human rights advocacy organizations
Veterans' rights organizations


Cross-References. Establishments primarily engaged in--"
"813312","Environment, Conservation and Wildlife Organizations","This U.S. industry comprises establishments primarily engaged in promoting the preservation and protection of the environment and wildlife.  Establishments in this industry address issues, such as clean air and water; global warming; conserving and developing natural resources, including land, plant, water, and energy resources; and protecting and preserving wildlife and endangered species.  These organizations may solicit contributions and offer memberships to support these causes.

Illustrative Examples:

Animal rights organizations
Natural resource preservation organizations
Conservation advocacy organizations
Wildlife preservation organizations
Humane societies without animal shelters


Cross-References."
"813319","Other Social Advocacy Organizations","This U.S. industry comprises establishments primarily engaged in social advocacy (except human rights and environmental protection, conservation, and wildlife preservation).  Establishments in this industry address issues, such as peace and international understanding; community action (excluding civic organizations); or advancing social causes, such as firearms safety, drunk driving prevention, or drug abuse awareness.  These organizations may solicit contributions and offer memberships to support these causes.

Illustrative Examples:

Community action advocacy organizations
Substance abuse prevention advocacy organizations
Firearms advocacy organizations
Taxpayers' advocacy organizations
Peace advocacy organizations


Cross-References. Establishments primarily engaged in--"
"8134","Civic and Social Organizations","NULL"
"81341","Civic and Social Organizations","See industry description for 813410."
"813410","Civic and Social Organizations","This industry comprises establishments primarily engaged in promoting the civic and social interests of their members.  Establishments in this industry may operate bars and restaurants for their members.

Illustrative Examples:

Alumni associations
Granges
Automobile clubs (except travel)
Parent-teacher associations
Booster clubs
Scouting organizations
Ethnic associations
Social clubs
Fraternal lodges
Veterans' membership organizations


Cross-References."
"8139","Business, Professional, Labor, Political, and Similar Organizations","This industry group comprises establishments primarily engaged in promoting the interests of their members (except religious organizations, social advocacy organizations, and civic and social organizations).  Examples of establishments in this industry are business associations, professional organizations, labor unions, and political organizations.
"
"81391","Business Associations","See industry description for 813910."
"813910","Business Associations","This industry comprises establishments primarily engaged in promoting the business interests of their members.  These establishments may conduct research on new products and services; develop market statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members.

Illustrative Examples:

Agricultural organizations (except youth farming organizations, farm granges)
Real estate boards
Chambers of commerce
Trade associations
Manufacturers' associations


Cross-References."
"81392","Professional Organizations","See industry description for 813920."
"813920","Professional Organizations","This industry comprises establishments primarily engaged in promoting the professional interests of their members and the profession as a whole.  These establishments may conduct research; develop statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members.

Illustrative Examples:

Bar associations
Learned societies
Dentists' associations
Peer review boards
Engineers' associations
Professional standards review boards
Health professionals' associations
Scientists' associations


Cross-References. Establishments primarily engaged in--"
"81393","Labor Unions and Similar Labor Organizations","See industry description for 813930."
"813930","Labor Unions and Similar Labor Organizations","This industry comprises establishments primarily engaged in promoting the interests of organized labor and union employees.

Cross-References."
"81394","Political Organizations","See industry description for 813940."
"813940","Political Organizations","This industry comprises establishments primarily engaged in promoting the interests of national, state, or local political parties or candidates.  Included are political groups organized to raise funds for a political party or individual candidates.

Illustrative Examples:

Campaign organizations, political
Political organizations or clubs
Political action committees (PACs)
Political parties
Political campaign organizations


Cross-References. Establishments primarily engaged in--"
"81399","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","See industry description for 813990."
"813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","This industry comprises establishments (except religious organizations, social advocacy organizations, civic and social organizations, business associations, professional organizations, labor unions, and political organizations) primarily engaged in promoting the interests of their members.

Illustrative Examples:

Athletic associations and leagues, regulatory
Property owners' associations
Condominium and homeowners' associations
Tenants' associations (except advocacy)
Cooperative owners' associations


Cross-References. Establishments primarily engaged in--"
"814","Private HouseholdsT","The Private Households subsector includes private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household.  These private households may employ individuals, such as cooks, maids, nannies, butlers, non-medical personal care aides, and outside workers, such as gardeners, caretakers, and other maintenance workers.
"
"8141","Private HouseholdsT","NULL"
"81411","Private HouseholdsT","See industry description for 814110."
"814110","Private Households","This industry comprises private households primarily engaged in employing workers on or about the premises in activities primarily concerned with the operation of the household.  These private households may employ individuals, such as cooks, maids, nannies, butlers, non-medical personal care aides, and outside workers, such as gardeners, caretakers, and other maintenance workers.

Cross-References. Establishments primarily engaged in--"
"92","Public AdministrationT","The Sector as a Whole

The Public Administration sector consists of establishments of federal, state, and local government agencies that administer, oversee, and manage public programs and have executive, legislative, or judicial authority over other institutions within a given area.  These agencies also set policy, create laws, adjudicate civil and criminal legal cases, and provide for public safety and for national defense.  In general, government establishments in the Public Administration sector oversee governmental programs and activities that are not performed by private establishments.  Establishments in this sector typically are engaged in the organization and financing of the production of public goods and services, most of which are provided for free or at prices that are not economically significant.

Government establishments also engage in a wide range of productive activities covering not only public goods and services but also individual goods and services similar to those produced in sectors typically identified with private-sector establishments.  In general, ownership is not a criterion for classification in NAICS.  Therefore, government establishments engaged in the production of private-sector-like goods and services should be classified in the same industry as private-sector establishments engaged in similar activities.

As a practical matter, it is difficult to identify separate establishment detail for many government agencies.  To the extent that separate establishment records are available, the administration of governmental programs is classified in Sector 92, Public Administration, while the operation of governmental programs is classified elsewhere in NAICS based on the activities performed.  For example, the governmental administrative authority for an airport is classified in Industry 92612, Regulation and Administration of Transportation Programs, while operating the airport is classified in Industry 48811, Airport Operations.  When separate records for multi-establishment companies are not available to distinguish between the administration of a governmental program and the operation of it, the establishment is classified in Sector 92, Public Administration.

Examples of government-provided goods and services that are classified in sectors other than Public Administration include: schools, classified in Sector 61, Educational Services; health care facilities, classified in Sector 62, Health Care and Social Assistance; establishments operating transportation facilities, classified in Sector 48-49, Transportation and Warehousing; the operation of utilities, classified in Sector 22, Utilities; and the Government Printing Office, classified in Subsector 323, Printing and Related Support Activities.
"
"921","Executive, Legislative, and Other General Government Support","The Executive, Legislative, and Other General Government Support subsector groups offices of government executives, legislative bodies, public finance, and general government support.
"
"9211","Executive, Legislative, and Other General Government Support","NULL"
"92111","Executive Offices","See industry description for 921110."
"921110","Executive Offices","This industry comprises government establishments serving as offices of chief executives and their advisory committees and commissions.  This industry includes offices of the president, governors, and mayors, in addition to executive advisory commissions.
"
"92112","Legislative Bodies","See industry description for 921120."
"921120","Legislative Bodies","This industry comprises government establishments serving as legislative bodies and their advisory committees and commissions.  Included in this industry are legislative bodies, such as Congress, state legislatures, and advisory and study legislative commissions.
"
"92113","Public Finance Activities","See industry description for 921130."
"921130","Public Finance Activities","This industry comprises government establishments primarily engaged in public finance, taxation, and monetary policy.  Included are financial administration activities, such as monetary policy; tax administration and collection; custody and disbursement of funds; debt and investment administration; auditing activities; and government employee retirement trust fund administration.

Cross-References. Establishments primarily engaged in--"
"92114","Executive and Legislative Offices, Combined","See industry description for 921140."
"921140","Executive and Legislative Offices, Combined","This industry comprises government establishments serving as councils and boards of commissioners or supervisors and such bodies where the chief executive (e.g., county executive or city mayor) is a member of the legislative body (e.g., county or city council) itself.

Cross-References. Government establishments primarily engaged in--"
"92115","American Indian and Alaska Native Tribal Governments","See industry description for 921150."
"921150","American Indian and Alaska Native Tribal Governments","This industry comprises American Indian and Alaska Native governing bodies.  Establishments in this industry perform legislative, judicial, and administrative functions for their American Indian and Alaska Native lands.  Included in this industry are American Indian and Alaska Native councils, courts, and law enforcement bodies.

Cross-References."
"92119","Other General Government Support","See industry description for 921190."
"921190","Other General Government Support","This industry comprises government establishments primarily engaged in providing general support for government.  Such support services include personnel services, election boards, and other general government support establishments that are not classified elsewhere in public administration.

Illustrative Examples:

Civil rights commissions
Personnel offices, government
Civil service commissions
Supply agencies, government
General services departments, government


Cross-References."
"922","Justice, Public Order, and Safety Activities","The Justice, Public Order, and Safety Activities subsector groups government establishments engaged in the administration of justice, public order, and safety programs.
"
"9221","Justice, Public Order, and Safety Activities","NULL"
"92211","Courts","See industry description for 922110."
"922110","Courts","This industry comprises civilian courts of law (except American Indian and Alaska Native tribal courts).  Included in this industry are civilian courts, courts of law, and sheriffs' offices conducting court functions only.

Cross-References."
"92212","Police Protection","See industry description for 922120."
"922120","Police Protection","This industry comprises government establishments primarily engaged in criminal and civil law enforcement, police, traffic safety, and other activities related to the enforcement of the law and preservation of order.  Combined police and fire departments are included in this industry.

Cross-References."
"92213","Legal Counsel and Prosecution","See industry description for 922130."
